time,queriespersecond_1,queriespersecond_2,queriespersecond_3,selectqueries_1,selectqueries_2,selectqueries_3,writequeries_1,writequeries_2,writequeries_3,durationqueries_1,durationqueries_2,durationqueries_3,bindpreparequeries_1,bindpreparequeries_2,bindpreparequeries_3,connectionspersecond_1,connectionspersecond_2,connectionspersecond_3,sessionspersecond_1,sessionspersecond_2,sessionspersecond_3,checkpointwritebuffers_1,checkpointfiles_1,checkpointfiles_2,checkpointfiles_3,checkpointdistance_1,checkpointdistance_2,temporarydata_1,temporaryfile_1,autovacuum_1,autovacuum_2
1354752000000,703.0,265.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.216,567.106,0.0,0.0,0.0,0.0,218.0,60.0,0.0,6.0,0.0,0.0,1652.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1354752300000,517.0,250.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.063,443.489,350.571,0.0,0.0,0.0,102.0,53.0,0.0,8.0,0.0,0.0,1817.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1354752600000,449.0,243.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.129,526.556,468.734,0.0,0.0,0.0,113.0,52.0,0.0,10.0,0.0,0.0,1569.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1354752900000,496.0,255.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.29,745.84,0.0,0.0,0.0,0.0,105.0,53.0,0.0,6.0,0.0,0.0,1580.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1354753200000,473.0,249.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.517,524.352,812.919,0.0,0.0,0.0,112.0,53.0,0.0,8.0,0.0,0.0,1557.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1354753500000,465.0,253.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.6,504.382,551.519,0.0,0.0,0.0,109.0,55.0,0.0,7.0,0.0,0.0,1767.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1354753800000,490.0,248.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.212,392.47,0.0,0.0,0.0,0.0,145.0,52.0,0.0,7.0,0.0,0.0,1561.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1354754100000,487.0,258.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.543,706.716,366.872,0.0,0.0,0.0,113.0,56.0,0.0,7.0,0.0,0.0,1610.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1354754400000,469.0,258.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.131,458.445,970.866,0.0,0.0,0.0,122.0,55.0,0.0,7.0,0.0,0.0,1617.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1354754700000,464.0,252.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.179,418.493,0.0,0.0,0.0,0.0,112.0,55.0,0.0,6.0,0.0,0.0,1787.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1354755000000,447.0,259.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.148,649.027,0.0,0.0,0.0,0.0,112.0,57.0,0.0,7.0,0.0,0.0,1686.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1354755300000,516.0,261.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,12.213,653.822,595.338,0.0,0.0,0.0,118.0,57.0,0.0,9.0,0.0,0.0,1691.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1354755600000,537.0,262.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,11.992,433.307,0.0,0.0,0.0,0.0,125.0,58.0,0.0,7.0,0.0,0.0,1723.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1354755900000,527.0,261.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.253,631.071,573.154,0.0,0.0,0.0,135.0,55.0,0.0,8.0,0.0,0.0,2049.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
1354756200000,453.0,256.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.02,957.291,0.0,0.0,0.0,0.0,92.0,54.0,0.0,7.0,0.0,0.0,1677.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1354756500000,450.0,268.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.302,550.899,0.0,0.0,0.0,0.0,121.0,58.0,0.0,9.0,0.0,0.0,1693.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1354756800000,447.0,266.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.238,668.061,452.644,0.0,0.0,0.0,103.0,58.0,0.0,7.0,0.0,0.0,1708.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1354757100000,421.0,264.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.489,552.244,0.0,0.0,0.0,0.0,103.0,59.0,0.0,7.0,0.0,0.0,1825.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1354757400000,405.0,256.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.412,553.23,0.0,0.0,0.0,0.0,111.0,58.0,0.0,8.0,0.0,0.0,1653.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1354757700000,483.0,262.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.576,727.275,544.192,0.0,0.0,0.0,105.0,57.0,0.0,7.0,0.0,0.0,1561.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1354758000000,502.0,262.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.207,446.856,0.0,0.0,0.0,0.0,137.0,58.0,0.0,7.0,0.0,0.0,1801.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
1354758300000,457.0,252.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.162,439.012,0.0,0.0,0.0,0.0,103.0,57.0,0.0,7.0,0.0,0.0,1616.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1354758600000,449.0,257.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.555,789.299,0.0,0.0,0.0,0.0,110.0,58.0,0.0,7.0,0.0,0.0,1779.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
1354758900000,430.0,257.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.368,690.887,398.535,0.0,0.0,0.0,107.0,57.0,0.0,8.0,0.0,0.0,1714.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1354759200000,609.0,255.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,12.612,1691.269,1569.623,0.0,0.0,0.0,131.0,52.0,0.0,27.0,0.0,0.0,1614.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1354759500000,370.0,130.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.066,521.183,547.033,0.0,0.0,0.0,79.0,19.0,0.0,10.0,0.0,0.0,2042.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
1354759800000,172.0,73.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.388,605.21,779.628,0.0,0.0,0.0,44.0,11.0,0.0,3.0,0.0,0.0,2369.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1354760100000,159.0,67.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.923,511.445,787.992,0.0,0.0,0.0,44.0,13.0,0.0,6.0,0.0,0.0,2818.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1354760400000,179.0,74.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.624,490.055,802.613,0.0,0.0,0.0,48.0,13.0,0.0,4.0,0.0,0.0,4016.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1354760700000,139.0,67.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13.235,533.684,780.778,0.0,0.0,0.0,42.0,12.0,0.0,6.0,0.0,0.0,4941.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1354761000000,151.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.427,0.0,791.242,0.0,0.0,0.0,46.0,11.0,0.0,5.0,0.0,0.0,6507.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0
1354761300000,168.0,71.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.409,516.8,801.928,0.0,0.0,0.0,52.0,12.0,0.0,3.0,0.0,0.0,5300.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0
1354761600000,160.0,67.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.972,1255.232,742.654,0.0,0.0,0.0,39.0,11.0,0.0,2.0,0.0,0.0,5792.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0
1354761900000,148.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.327,0.0,713.281,0.0,0.0,0.0,33.0,11.0,0.0,4.0,0.0,0.0,7018.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0
1354762200000,138.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.08,0.0,654.554,0.0,0.0,0.0,40.0,11.0,0.0,3.0,0.0,0.0,6163.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0
1354762500000,170.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.104,0.0,625.311,0.0,0.0,0.0,43.0,11.0,0.0,2.0,0.0,0.0,7637.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1354762800000,428.0,80.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,16.089,503.165,3273.593,0.0,0.0,0.0,53.0,16.0,0.0,6.0,0.0,0.0,5090.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0
1354763100000,191.0,59.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,12.314,1395.539,511.255,0.0,0.0,0.0,62.0,13.0,0.0,7.0,0.0,0.0,74731.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0
1354763400000,146.0,58.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,20.318,585.714,2964.639,0.0,0.0,0.0,53.0,13.0,0.0,12.0,0.0,0.0,76840.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,5.0
1354763700000,392.0,54.0,0.0,63.0,4.0,0.0,0.0,0.0,2.0,439.378,3830.272,2318.175,0.0,5.0,5.0,63.0,12.0,0.0,80.0,0.0,0.0,240319.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,4.0,3.0
1354764000000,211.0,66.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,59.186,344.518,4224.055,0.0,0.0,0.0,49.0,11.0,0.0,11.0,0.0,0.0,116568.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,1.0
1354764300000,179.0,61.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.812,357.59,2181.735,0.0,0.0,0.0,62.0,11.0,0.0,3.0,0.0,0.0,90949.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
1354764600000,158.0,60.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,38.562,587.774,1028.861,0.0,0.0,0.0,43.0,10.0,0.0,8.0,0.0,0.0,213585.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,2.0
1354764900000,159.0,63.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,19.352,6424.542,607.894,0.0,0.0,0.0,38.0,10.0,0.0,3.0,0.0,0.0,141238.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1354765200000,165.0,69.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,48.751,690.09,1103.878,0.0,4.0,4.0,47.0,11.0,0.0,9.0,0.0,0.0,177076.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0,1.0,1.0
1354765500000,176.0,66.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,23.711,423.092,1031.317,0.0,0.0,0.0,45.0,12.0,0.0,7.0,0.0,0.0,98899.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,1.0
1354765800000,141.0,66.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,15.135,564.472,712.984,0.0,0.0,0.0,39.0,12.0,0.0,8.0,0.0,0.0,140283.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
1354766100000,175.0,67.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,471.598,702.328,0.0,0.0,0.0,47.0,11.0,0.0,3.0,0.0,0.0,5405.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0
1354766400000,194.0,77.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,13.737,535.001,3637.818,0.0,0.0,0.0,40.0,14.0,0.0,10.0,0.0,0.0,107237.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,1.0,1.0
1354766700000,209.0,70.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,14.346,644.504,10002.033,0.0,0.0,0.0,54.0,11.0,0.0,2.0,0.0,0.0,9435.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,2.0
1354767000000,161.0,71.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,15.982,583.21,648.276,0.0,0.0,0.0,41.0,12.0,0.0,7.0,0.0,0.0,141261.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0
1354767300000,166.0,77.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,17.389,754.466,2358.499,0.0,0.0,0.0,42.0,11.0,0.0,4.0,0.0,0.0,143982.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,1.0
1354767600000,162.0,79.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,12.681,588.979,2357.513,0.0,0.0,0.0,49.0,11.0,0.0,7.0,0.0,0.0,6591.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,1.0
1354767900000,170.0,74.0,0.0,17.0,0.0,0.0,0.0,0.0,2.0,64.609,1292.355,1350.706,0.0,0.0,0.0,43.0,10.0,0.0,11.0,0.0,0.0,61481.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,1.0
1354768200000,172.0,78.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,36.074,1771.097,998.065,0.0,0.0,0.0,42.0,11.0,0.0,14.0,0.0,0.0,130214.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0
1354768500000,172.0,83.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13.313,979.153,766.97,0.0,0.0,0.0,49.0,11.0,0.0,5.0,0.0,0.0,93427.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,2.0
1354768800000,188.0,83.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.849,750.732,3689.997,0.0,0.0,0.0,38.0,11.0,0.0,5.0,0.0,0.0,107502.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0
1354769100000,187.0,83.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.735,884.232,492.95,0.0,0.0,0.0,39.0,13.0,0.0,4.0,0.0,0.0,118308.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,1.0
1354769400000,232.0,90.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,17.973,1233.535,1868.11,0.0,0.0,0.0,61.0,13.0,0.0,5.0,0.0,0.0,30725.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1354769700000,214.0,95.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.871,12289.675,1839.381,0.0,0.0,0.0,51.0,14.0,0.0,5.0,0.0,0.0,143377.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0
1354770000000,240.0,114.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,24.582,2878.943,2587.693,0.0,0.0,0.0,62.0,23.0,0.0,8.0,0.0,0.0,145665.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,2.0
1354770300000,216.0,106.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.815,2554.41,719.272,0.0,0.0,0.0,52.0,21.0,0.0,3.0,0.0,0.0,28307.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0
1354770600000,228.0,116.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.626,749.137,772.902,0.0,0.0,0.0,62.0,24.0,0.0,6.0,0.0,0.0,7069.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0
1354770900000,245.0,120.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.121,909.787,578.413,0.0,0.0,0.0,59.0,25.0,0.0,4.0,0.0,0.0,5312.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0
1354771200000,266.0,130.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.032,777.855,436.074,0.0,0.0,0.0,75.0,28.0,0.0,5.0,0.0,0.0,4918.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0
1354771500000,250.0,132.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,12.932,604.823,721.621,0.0,0.0,0.0,76.0,28.0,0.0,5.0,0.0,0.0,5999.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1354771800000,338.0,142.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,16.875,1128.617,2041.962,0.0,0.0,0.0,83.0,32.0,0.0,12.0,0.0,0.0,125623.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0
1354772100000,291.0,154.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.692,801.307,412.124,0.0,0.0,0.0,95.0,33.0,0.0,6.0,0.0,0.0,22588.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1354772400000,294.0,156.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.93,654.009,516.188,0.0,0.0,0.0,87.0,35.0,0.0,5.0,0.0,0.0,5087.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0
1354772700000,265.0,151.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,18.54,964.712,2436.942,0.0,0.0,0.0,79.0,34.0,0.0,10.0,0.0,0.0,18239.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0
1354773000000,271.0,154.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,15.948,485.992,675.455,0.0,0.0,0.0,84.0,36.0,0.0,11.0,0.0,0.0,144768.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0
1354773300000,394.0,161.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.925,541.582,763.989,0.0,0.0,0.0,87.0,37.0,0.0,6.0,0.0,0.0,33177.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
1354773600000,337.0,168.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.751,590.21,718.99,0.0,0.0,0.0,90.0,38.0,0.0,7.0,0.0,0.0,5417.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1354773900000,335.0,167.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.988,555.194,7054.097,0.0,0.0,0.0,96.0,38.0,0.0,6.0,0.0,0.0,4917.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0
1354774200000,413.0,170.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13.019,653.578,758.837,0.0,0.0,0.0,79.0,39.0,0.0,7.0,0.0,0.0,112230.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0
1354774500000,323.0,174.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.105,421.563,722.753,0.0,0.0,0.0,88.0,40.0,0.0,5.0,0.0,0.0,34517.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1354774800000,291.0,177.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.159,491.609,807.881,0.0,0.0,0.0,77.0,41.0,0.0,6.0,0.0,0.0,4130.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0
1354775100000,315.0,173.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.12,462.055,590.433,0.0,0.0,0.0,86.0,39.0,0.0,6.0,0.0,0.0,4612.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
